一级分类,二级分类,节点ID,课程编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间,API文档ID,API文件名,API分类
"党建基础理论","党章学习","party-constitution","GC03A0816085_1608","《中国制造2025》与智能制造：战略要点与政策思路（上）","贺俊","",48,"精品三分屏","本课程是“《中国制造2025》与智能制造：战略要点与政策思路”系列课程的上半部分，由社科院工业经济研究所中小企业与创新创业研究室主任贺俊主讲，主要内容有：《中国制造2025》的背景；《中国制造2025",2016.6,"4c9515e7-7cfc-5c8e-a355-f7d20f2012ed","《中国制造2025》与智能制造：战略要点与政策思路（上）","国家治理"
"党建基础理论","党章学习","party-constitution","GC03A0916085_1608","《中国制造2025》与智能制造：战略要点与政策思路（下）","贺俊","",52,"精品三分屏","本课程是“《中国制造2025》与智能制造：战略要点与政策思路”系列课程的下半部分，由社科院工业经济研究所中小企业与创新创业研究室主任贺俊主讲，主要内容包括：一、《中国制造2025》；二、智能制造。",2016.6,"bf470a28-7cc9-5a80-80ac-88935e1c064b","《中国制造2025》与智能制造：战略要点与政策思路（下）","国家治理"
"党建基础理论","党章学习","party-constitution","GC03C0616015_1610","解读南海问题","罗援","",33,"精品三分屏","本课程由中国战略文化促进会常务副会长兼秘书长罗援主讲，主要内容包括：一、南海问题的产生和南海局势；二、中国南海岛礁建设的好处；三、美国介入南海争端的真实目的；四、落实“主权归我”的“六个存在”。",2016.1,"01973197-061c-5414-aa9d-2994311585be","解读南海问题","国家治理"
"党建基础理论","党章学习","party-constitution","GC03C0716015_1610","中国海军的发展历程","左立平","",32,"精品三分屏","本课程由海军军事学术研究所研究员左立平主讲，主要内容包括：一、由近岸走向近海的人民海军；二、由近海走向远海的人民海军；三、航母的建设问题。",2016.1,"","",""
"党建基础理论","党章学习","party-constitution","GC03C0816015_1610","中国海军战略转型","曹卫东","",34,"精品三分屏","本课程由海军军事学术研究所研究员曹卫东主讲，主要内容包括：一、中国海军的战略变化；二、中国海军的装备发展。",2016.1,"","",""
"党建基础理论","党章学习","party-constitution","GC03I0316105_1611","旅游公共服务体系建设","李军鹏","",61,"精品三分屏","本课程由国家行政学院公共管理教研部教授李军鹏主讲，主要内容有：一、旅游公共服务的内涵与内容；二、我国旅游公共服务发展的成就、主要问题与目标；三、旅游公共服务体系建设的对策与措施。",2016.1,"","",""
"党建基础理论","党章学习","party-constitution","GC03C0816055_1611","透视“中等收入陷阱”","王勇","",26,"精品三分屏","本课程由香港科技大学经济助理教授王勇主讲，主要内容包括：一、何谓“中等收入陷阱”； 二、导致“中等收入陷阱”的机制。",2016.5,"0b7c7eeb-d854-5b6f-89be-d90cced7c099","透视“中等收入陷阱”","国家治理"
"党建基础理论","党章学习","party-constitution","GC03I0316115_1612","反恐怖主义工作与恐怖事件应对处置","李军鹏","",59,"精品三分屏","本课程由国家行政学院公共管理教研部教授李军鹏主讲，主要内容有：一、反恐怖主义工作的国际国内背景；二、反恐怖主义的工作方针与工作原则；三、反恐怖主义工作的主要内容；四、恐怖事件应对处置工作。",2016.11,"","",""
"党建基础理论","党章学习","party-constitution","GC03N0116125_1701","公共转移支出与减贫","解垩","",20,"精品三分屏","本课程由山东大学教授解垩主讲，主要内容包括：一、公共转移支付减贫的贡献率；二、公共转移支付与贫困脆弱性、资产贫困陷阱、多维贫困；三、公共转移支付减贫的效率。",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","GC03N0316125_1701","新市场财政学：继承、开拓与批判","白彦锋","",16,"精品三分屏","本课程由中央财政大学财政税务学院教授白彦锋主讲，主要内容包括：一、过去财政治理的成绩和经验；二、未来财政学面临的挑战。",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","GC03N0416125_1701","解释中国财政分权：活力与秩序之间","吕冰洋","",17,"精品三分屏","本课程由中国人民大学教授吕冰洋主讲，主要内容包括：一、解释中国财政分权问题的重要性；二、用理论框架解释中国财政分权问题；三、财政分权定理及其解释的问题。",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","GC03N0816125_1701","我国政府引导基金的风险防范体系构建","何代欣","",50,"精品三分屏","本课程由中国社会科学院财经战略研究院副研究员何代欣主讲，主要内容有：一、我国政府引导基金风险管理状况；二、国外政府引导基金发展的模式分析及经验借鉴；三、我国政府引导基金的主要模式；四、我国政府引导基金",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","GC03N0916125_1701","我国政府引导基金的运行机制、成因及风险管理","何代欣","",50,"精品三分屏","本课程由中国社会科学院财经战略研究院副研究员何代欣主讲，主要内容有：一、什么是政府引导基金；二、我国创立政府引导基金的原因；三、政府引导基金与产业创新；四、政府引导基金如何发挥积极效果；五、我国政府引",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","GC03C1016095_1701","俄罗斯与车臣——车臣问题的演变与解决","闻一","",24,"精品三分屏","本课程由中国社会科学院世界历史研究所研究员闻一主讲，主要内容包括：一、车臣与车臣问题；二、叶利钦政府如何处理车臣问题；三、普京如何处理车臣问题。",2016.9,"","",""
"党建基础理论","党章学习","party-constitution","GC03C1116095_1701","透视菲律宾南海仲裁案","王江雨","",24,"精品三分屏","本课程由新加坡国立大学法学院副教授王江雨主讲，主要内容包括：一、南海仲裁案出炉之前的背景；二、菲律宾炮制南海仲裁案；三、南海仲裁案背后的地缘政治与国际关系；四、南海仲裁案的影响和教训。",2016.9,"","",""
"党建基础理论","党章学习","party-constitution","GC03C1216095_1701","朝鲜半岛局势紧张的根源与破解之道","王俊生","",27,"精品三分屏","本课程由中国社会科学院亚太与全球战略研究院中国周边战略研究室主任王俊生主讲，主要内容包括：一、朝鲜半岛问题产生的根源；二、中国如何逐步介入朝鲜半岛事务；三、韩国部署萨德的原因及影响；四、朝鲜半岛问题难",2016.9,"","",""
"党建基础理论","党章学习","party-constitution","GC03A0417015_1702","如何加强中国制造业质量与品牌建设（上）","秦海林","",51,"精品三分屏","本课程是《如何加强中国制造业质量与品牌建设》系列课程的上半部分，由工业和信息化部赛迪研究院工业经济研究所所长秦海林主讲，主要内容有：一、我国质量品牌建设的背景与形势；二、我国质量品牌建设面临的问题。",2017.1,"","",""
"党建基础理论","党章学习","party-constitution","GC03A0517015_1702","如何加强中国制造业质量与品牌建设（下）","秦海林","",48,"精品三分屏","本课程是《如何加强中国制造业质量与品牌建设》系列课程的下半部分，由工业和信息化部赛迪研究院工业经济研究所所长秦海林主讲，主要内容有：三、国外质量品牌建设的做法与启示；四、加强我国质量品牌建设的建议。",2017.1,"","",""
"党建基础理论","党章学习","party-constitution","GC03A0617015_1702","“十三五”时期中国高端装备制造业的产业布局（上）","刘戒骄","",53,"精品三分屏","本课程是《“十三五”时期中国高端装备制造业的产业布局》系列课程的上半部分，由中国社会科学院工业经济研究所产业组织研究室主任刘戒骄研究员主讲，主要内容有：一、什么是高端装备制造业；二、“十三五”时期高端",2017.1,"","",""
"党建基础理论","党章学习","party-constitution","GC03A0717015_1702","“十三五”时期中国高端装备制造业的产业布局（下）","刘戒骄","",62,"精品三分屏","本课程是《“十三五”时期中国高端装备制造业的产业布局》系列课程的下半部分，由中国社会科学院工业经济研究所产业组织研究室主任刘戒骄研究员主讲，主要内容有：“十三五”时期装备制造业布局架构和要求；我国各区",2017.1,"","",""
"党建基础理论","党章学习","party-constitution","GC03C1216125_1702","中国的债务问题需要结构性改革","王庆","",26,"精品三分屏","本课程由上海重阳投资管理股份有限公司总裁兼首席经济学家王庆主讲，主要内容包括：一、中国债务上升的背景及因素；二、理性看待中国债务问题及其风险；三、重视资本市场的作用。",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","GC03N0317025_1703","大国财政转型轨迹及其总体框架","何代欣","",60,"精品三分屏","本课程由中国社会科学院财经战略研究院副研究员何代欣主讲，主要内容有：一、改革开放以来中国的财政转型：历史轨迹与理论脉络；二、世界各国财政转型的经验教训；三、新阶段大国财政转型的主要目标；四、大国财政转",2017.2,"","",""
"党建基础理论","党章学习","party-constitution","GC03N0817035_1703","“新古田会议”与实现强军梦","王宝坤","",53,"精品三分屏","本课程是由中国人民大学副教授王宝坤主讲，主要内容包括：一、“新古田会议”的意义；二、习近平主席“古田讲话”强调的军队政治建设的重点；三、“新古田会议”体现的精神要点。",2017.3,"","",""
